Tabla Variable z
  Vivienda    Material    Variante    Trabajador       Días
         8           2           7             6  0
         8           2           7             7  0
         8           2           7             8  0
         8           2           7             9  0
         8           2           7            10  0
         8           2           7            11  0
         8           2           7            12  0
         8           2           7            13  0
         8           2           7            14  0
         8           2           7            15  0
         8           2           7            16  0
         8           2           7            17  0
         8           2           7            18  0
         8           2           7            19  0
         8           2           7            20  0
         8           2           7            21  0
         8           2           7            22  2.5
         8           2           7            23  0
         8           2           7            24  0
         8           2           7            25  0
         8           2           7            26  0
         8           2           7            27  0
         8           2           7            28  0
         8           2           7            29  0
         8           2           7            30  0
         8           3           1             1  0
         8           3           1             2  0
         8           3           1             3  0
         8           3           1             4  0
         8           3           1             5  0
         8           3           1             6  0
         8           3           1             7  0
         8           3           1             8  0
         8           3           1             9  0
         8           3           1            10  0
         8           3           1            11  0
         8           3           1            12  0
         8           3           1            13  0
         8           3           1            14  0
         8           3           1            15  0
         8           3           1            16  0
         8           3           1            17  0
         8           3           1            18  0
         8           3           1            19  0
         8           3           1            20  0
         8           3           1            21  0
         8           3           1            22  0
         8           3           1            23  0
         8           3           1            24  0
         8           3           1            25  0
         8           3           1            26  0
         8           3           1            27  0
         8           3           1            28  0
         8           3           1            29  0
         8           3           1            30  0
         8           3           2             1  0
         8           3           2             2  0
         8           3           2             3  0
         8           3           2             4  0
         8           3           2             5  0
         8           3           2             6  0
         8           3           2             7  0
         8           3           2             8  0
         8           3           2             9  0
         8           3           2            10  0
         8           3           2            11  0
         8           3           2            12  0
         8           3           2            13  0
         8           3           2            14  0
         8           3           2            15  0
         8           3           2            16  0
         8           3           2            17  0
         8           3           2            18  0
         8           3           2            19  0
         8           3           2            20  0
         8           3           2            21  0
         8           3           2            22  0
         8           3           2            23  0
         8           3           2            24  0
         8           3           2            25  0
         8           3           2            26  0
         8           3           2            27  0
         8           3           2            28  0
         8           3           2            29  0
         8           3           2            30  0
         8           3           3             1  0
         8           3           3             2  0
         8           3           3             3  0
         8           3           3             4  0
         8           3           3             5  0
         8           3           3             6  0
         8           3           3             7  0
         8           3           3             8  0
         8           3           3             9  0
         8           3           3            10  0
         8           3           3            11  0
         8           3           3            12  0
         8           3           3            13  0
         8           3           3            14  0
         8           3           3            15  0
         8           3           3            16  0
         8           3           3            17  0
         8           3           3            18  0
         8           3           3            19  0
         8           3           3            20  0
         8           3           3            21  0
         8           3           3            22  0
         8           3           3            23  0
         8           3           3            24  0
         8           3           3            25  0
         8           3           3            26  0
         8           3           3            27  0
         8           3           3            28  0
         8           3           3            29  0
         8           3           3            30  0
         8           3           4             1  0
         8           3           4             2  0
         8           3           4             3  0
         8           3           4             4  0
         8           3           4             5  0
         8           3           4             6  0
         8           3           4             7  0
         8           3           4             8  0
         8           3           4             9  0
         8           3           4            10  0
         8           3           4            11  0
         8           3           4            12  0
         8           3           4            13  0
         8           3           4            14  0
         8           3           4            15  0
         8           3           4            16  0
         8           3           4            17  0
         8           3           4            18  0
         8           3           4            19  0
         8           3           4            20  0
         8           3           4            21  0
         8           3           4            22  0
         8           3           4            23  0
         8           3           4            24  0
         8           3           4            25  0
         8           3           4            26  0
         8           3           4            27  0
         8           3           4            28  0
         8           3           4            29  0
         8           3           4            30  0
         8           3           5             1  0
         8           3           5             2  0
         8           3           5             3  0
         8           3           5             4  0
         8           3           5             5  0
         8           3           5             6  0
         8           3           5             7  0
         8           3           5             8  0
         8           3           5             9  0
         8           3           5            10  0
         8           3           5            11  0
         8           3           5            12  0
         8           3           5            13  0
         8           3           5            14  0
         8           3           5            15  0
         8           3           5            16  0
         8           3           5            17  0
         8           3           5            18  0
         8           3           5            19  0
         8           3           5            20  0
         8           3           5            21  0
         8           3           5            22  0
         8           3           5            23  0
         8           3           5            24  0
         8           3           5            25  0
         8           3           5            26  0
         8           3           5            27  0
         8           3           5            28  0
         8           3           5            29  0
         8           3           5            30  0
         8           3           6             1  0
         8           3           6             2  0
         8           3           6             3  0
         8           3           6             4  0
         8           3           6             5  0
         8           3           6             6  0
         8           3           6             7  0
         8           3           6             8  0
         8           3           6             9  0
         8           3           6            10  0
         8           3           6            11  0
         8           3           6            12  0
         8           3           6            13  0
         8           3           6            14  0
         8           3           6            15  0
         8           3           6            16  0
         8           3           6            17  0
         8           3           6            18  0
         8           3           6            19  0
         8           3           6            20  0
         8           3           6            21  0
         8           3           6            22  0
         8           3           6            23  0
         8           3           6            24  0
         8           3           6            25  0
         8           3           6            26  0
         8           3           6            27  0
         8           3           6            28  0
         8           3           6            29  0
         8           3           6            30  0
         8           3           7             1  0
         8           3           7             2  0
         8           3           7             3  0
         8           3           7             4  0
         8           3           7             5  0
         8           3           7             6  0
         8           3           7             7  0
         8           3           7             8  0
         8           3           7             9  0
         8           3           7            10  0
         8           3           7            11  0
         8           3           7            12  0
         8           3           7            13  0
         8           3           7            14  0
         8           3           7            15  0
         8           3           7            16  0
         8           3           7            17  0
         8           3           7            18  0
         8           3           7            19  0
         8           3           7            20  0
         8           3           7            21  1.23003
         8           3           7            22  0
         8           3           7            23  0
         8           3           7            24  0
         8           3           7            25  0
         8           3           7            26  0
         8           3           7            27  0
         8           3           7            28  0
         8           3           7            29  0
         8           3           7            30  0
         8           4           1             1  0
         8           4           1             2  0
         8           4           1             3  0
         8           4           1             4  0
         8           4           1             5  0
         8           4           1             6  0
         8           4           1             7  0
         8           4           1             8  0
         8           4           1             9  0
         8           4           1            10  0
         8           4           1            11  0
         8           4           1            12  0
         8           4           1            13  0
         8           4           1            14  0
         8           4           1            15  0
         8           4           1            16  0
         8           4           1            17  0
         8           4           1            18  0
         8           4           1            19  0
         8           4           1            20  0
         8           4           1            21  0
         8           4           1            22  0
         8           4           1            23  0
         8           4           1            24  0
         8           4           1            25  0
         8           4           1            26  0
         8           4           1            27  0
         8           4           1            28  0
         8           4           1            29  0
         8           4           1            30  0
         8           4           2             1  0
         8           4           2             2  0
         8           4           2             3  0
         8           4           2             4  0
         8           4           2             5  0
         8           4           2             6  0
         8           4           2             7  0
         8           4           2             8  0
         8           4           2             9  0
         8           4           2            10  0
         8           4           2            11  0
         8           4           2            12  0
         8           4           2            13  0
         8           4           2            14  0
         8           4           2            15  0
         8           4           2            16  0
         8           4           2            17  0
         8           4           2            18  0
         8           4           2            19  0
         8           4           2            20  0
         8           4           2            21  0
         8           4           2            22  0
         8           4           2            23  0
         8           4           2            24  0
         8           4           2            25  0
         8           4           2            26  0
         8           4           2            27  1.86119
         8           4           2            28  0
         8           4           2            29  0
         8           4           2            30  1.16679
         8           4           3             1  0.0921804
         8           4           3             2  0
         8           4           3             3  0
         8           4           3             4  0
         8           4           3             5  0
         8           4           3             6  0
         8           4           3             7  0
         8           4           3             8  0
         8           4           3             9  0
         8           4           3            10  0
         8           4           3            11  0
         8           4           3            12  0
         8           4           3            13  0
         8           4           3            14  0
         8           4           3            15  0
         8           4           3            16  0
         8           4           3            17  0
         8           4           3            18  0
         8           4           3            19  0
         8           4           3            20  0
         8           4           3            21  0
         8           4           3            22  0
         8           4           3            23  0
         8           4           3            24  0
         8           4           3            25  0
         8           4           3            26  0
         8           4           3            27  0
         8           4           3            28  0
         8           4           3            29  0
         8           4           3            30  0
         8           4           4             1  0
         8           4           4             2  0
         8           4           4             3  0
         8           4           4             4  0
         8           4           4             5  0
         8           4           4             6  0
         8           4           4             7  0
         8           4           4             8  0
         8           4           4             9  0
         8           4           4            10  0
         8           4           4            11  0
         8           4           4            12  0
         8           4           4            13  0
         8           4           4            14  0
         8           4           4            15  0
         8           4           4            16  0
         8           4           4            17  0
         8           4           4            18  0
         8           4           4            19  0
         8           4           4            20  0
         8           4           4            21  0
         8           4           4            22  0
         8           4           4            23  0
         8           4           4            24  0
         8           4           4            25  0
         8           4           4            26  0
         8           4           4            27  0
         8           4           4            28  2.5
         8           4           4            29  2.5
         8           4           4            30  2.5
         8           4           5             1  0
         8           4           5             2  0
         8           4           5             3  2.45224
         8           4           5             4  0
         8           4           5             5  0
         8           4           5             6  0
         8           4           5             7  0
         8           4           5             8  0
         8           4           5             9  0
         8           4           5            10  0
         8           4           5            11  0
         8           4           5            12  0
         8           4           5            13  0
         8           4           5            14  0
         8           4           5            15  0
         8           4           5            16  0
         8           4           5            17  0
         8           4           5            18  0
         8           4           5            19  0
         8           4           5            20  0
         8           4           5            21  0
         8           4           5            22  0
         8           4           5            23  0
         8           4           5            24  0
         8           4           5            25  0
         8           4           5            26  0
         8           4           5            27  0
         8           4           5            28  2.17246
         8           4           5            29  0.372032
         8           4           5            30  0.529203
         8           4           6             1  0
         8           4           6             2  0
         8           4           6             3  0
         8           4           6             4  0
         8           4           6             5  0
         8           4           6             6  0
         8           4           6             7  0
         8           4           6             8  0
         8           4           6             9  0
         8           4           6            10  0
         8           4           6            11  0
         8           4           6            12  0
         8           4           6            13  0
         8           4           6            14  0
         8           4           6            15  0
         8           4           6            16  0
         8           4           6            17  0
         8           4           6            18  0
         8           4           6            19  0
         8           4           6            20  0
         8           4           6            21  0
         8           4           6            22  0
         8           4           6            23  0
         8           4           6            24  2.5
         8           4           6            25  0
         8           4           6            26  0
         8           4           6            27  0
         8           4           6            28  0
         8           4           6            29  0
         8           4           6            30  0
         8           4           7             1  0
         8           4           7             2  2.2291
         8           4           7             3  0
         8           4           7             4  0
         8           4           7             5  2.35726
         8           4           7             6  2.35726
         8           4           7             7  0
         8           4           7             8  0
         8           4           7             9  0
         8           4           7            10  0
         8           4           7            11  0
         8           4           7            12  0
         8           4           7            13  0
         8           4           7            14  0
         8           4           7            15  0
         8           4           7            16  0
         8           4           7            17  0
         8           4           7            18  0
         8           4           7            19  0
         8           4           7            20  0
         8           4           7            21  0
         8           4           7            22  0
         8           4           7            23  0.9841
         8           4           7            24  2.5
         8           4           7            25  0
         8           4           7            26  0
         8           4           7            27  0
         8           4           7            28  0
         8           4           7            29  0
         8           4           7            30  0
         8           5           1             1  2.33587
         8           5           1             2  0
         8           5           1             3  0
         8           5           1             4  0
         8           5           1             5  0
         8           5           1             6  0
         8           5           1             7  0
         8           5           1             8  0
         8           5           1             9  0
         8           5           1            10  0
         8           5           1            11  0
         8           5           1            12  0
         8           5           1            13  0
         8           5           1            14  0
         8           5           1            15  0
         8           5           1            16  0
         8           5           1            17  0
         8           5           1            18  0
         8           5           1            19  0
         8           5           1            20  0
         8           5           1            21  0
         8           5           1            22  0
         8           5           1            23  0
         8           5           1            24  0
         8           5           1            25  0
         8           5           1            26  0
         8           5           1            27  0
         8           5           1            28  0
         8           5           1            29  0
         8           5           1            30  0
         8           5           2             1  0
         8           5           2             2  0
         8           5           2             3  0
         8           5           2             4  0
         8           5           2             5  0
         8           5           2             6  0
         8           5           2             7  0
         8           5           2             8  0
         8           5           2             9  0
         8           5           2            10  0
         8           5           2            11  0
         8           5           2            12  0
         8           5           2            13  0
         8           5           2            14  0
         8           5           2            15  0
         8           5           2            16  0
         8           5           2            17  0
         8           5           2            18  0
         8           5           2            19  0
         8           5           2            20  0
         8           5           2            21  0
         8           5           2            22  0
         8           5           2            23  0
         8           5           2            24  0.711896
         8           5           2            25  0
         8           5           2            26  0
         8           5           2            27  0
         8           5           2            28  0
         8           5           2            29  0
         8           5           2            30  0
         8           5           3             1  0
         8           5           3             2  2.5
         8           5           3             3  2.5
         8           5           3             4  0
         8           5           3             5  0
         8           5           3             6  0
         8           5           3             7  0
         8           5           3             8  0
         8           5           3             9  0
         8           5           3            10  0
         8           5           3            11  0
         8           5           3            12  0
         8           5           3            13  0
         8           5           3            14  0
         8           5           3            15  0
         8           5           3            16  0
         8           5           3            17  0
         8           5           3            18  0
         8           5           3            19  0
         8           5           3            20  0
         8           5           3            21  0
         8           5           3            22  0
         8           5           3            23  0
         8           5           3            24  0
         8           5           3            25  2.5
         8           5           3            26  2.5
         8           5           3            27  2.5
         8           5           3            28  0
         8           5           3            29  0
         8           5           3            30  0
         8           5           4             1  0
         8           5           4             2  0
         8           5           4             3  0
         8           5           4             4  0.211678
         8           5           4             5  2.5
         8           5           4             6  1.78018
         8           5           4             7  0
         8           5           4             8  0
         8           5           4             9  0
         8           5           4            10  0
         8           5           4            11  0
         8           5           4            12  0
         8           5           4            13  0
         8           5           4            14  0
         8           5           4            15  0
         8           5           4            16  0
         8           5           4            17  0
         8           5           4            18  0
         8           5           4            19  0
         8           5           4            20  0
         8           5           4            21  2.5
         8           5           4            22  0
         8           5           4            23  2.5
         8           5           4            24  2.5
         8           5           4            25  0
         8           5           4            26  0
         8           5           4            27  0
         8           5           4            28  0
         8           5           4            29  0
         8           5           4            30  0
         8           6           1             1  1.76795
         8           6           1             2  0
         8           6           1             3  0
         8           6           1             4  0
         8           6           1             5  0
         8           6           1             6  0
         8           6           1             7  0
         8           6           1             8  0
         8           6           1             9  0
         8           6           1            10  0
         8           6           1            11  0
         8           6           1            12  0
         8           6           1            13  0
         8           6           1            14  0
         8           6           1            15  0
         8           6           1            16  0
         8           6           1            17  0
         8           6           1            18  0
         8           6           1            19  0
         8           6           1            20  0
         8           6           1            21  0
         8           6           1            22  0
         8           6           1            23  0
         8           6           1            24  0
         8           6           1            25  0
         8           6           1            26  0
         8           6           1            27  0
         8           6           1            28  0
         8           6           1            29  0
         8           6           1            30  0
         8           6           2             1  2.5
         8           6           2             2  0
         8           6           2             3  0
         8           6           2             4  0
         8           6           2             5  0
         8           6           2             6  0
         8           6           2             7  0
         8           6           2             8  0
         8           6           2             9  0
         8           6           2            10  0
         8           6           2            11  0
         8           6           2            12  0
         8           6           2            13  0
         8           6           2            14  0
         8           6           2            15  0
         8           6           2            16  0
         8           6           2            17  0
         8           6           2            18  0
         8           6           2            19  0
         8           6           2            20  0
         8           6           2            21  0
         8           6           2            22  0
         8           6           2            23  0
         8           6           2            24  0
         8           6           2            25  0
         8           6           2            26  2.5
         8           6           2            27  2.5
         8           6           2            28  2.02354
         8           6           2            29  1.91461
         8           6           2            30  0
         8           6           3             1  0
         8           6           3             2  0
         8           6           3             3  0
         8           6           3             4  0
         8           6           3             5  0
         8           6           3             6  0
         8           6           3             7  0
         8           6           3             8  0
         8           6           3             9  0
         8           6           3            10  0
         8           6           3            11  0
         8           6           3            12  0
         8           6           3            13  0
         8           6           3            14  0
         8           6           3            15  0
         8           6           3            16  0
         8           6           3            17  0
         8           6           3            18  0
         8           6           3            19  0
         8           6           3            20  0
         8           6           3            21  0
         8           6           3            22  0
         8           6           3            23  0
         8           6           3            24  0
         8           6           3            25  2.5
         8           6           3            26  2.5
         8           6           3            27  2.5
         8           6           3            28  2.5
         8           6           3            29  2.5
         8           6           3            30  2.5
         8           6           4             1  0
         8           6           4             2  0
         8           6           4             3  0
         8           6           4             4  2.5
         8           6           4             5  0
         8           6           4             6  0
         8           6           4             7  0
         8           6           4             8  0
         8           6           4             9  0
         8           6           4            10  0
         8           6           4            11  0
         8           6           4            12  0
         8           6           4            13  0
         8           6           4            14  0
         8           6           4            15  0
         8           6           4            16  0
         8           6           4            17  0
         8           6           4            18  0
         8           6           4            19  0
         8           6           4            20  0
         8           6           4            21  0
         8           6           4            22  0
         8           6           4            23  0
         8           6           4            24  0
         8           6           4            25  1.88598
         8           6           4            26  0
         8           6           4            27  0.614326
         8           6           4            28  0
         8           6           4            29  2.5
         8           6           4            30  2.5
         8           7           1             1  0
         8           7           1             2  0
         8           7           1             3  0
         8           7           1             4  0
         8           7           1             5  0
         8           7           1             6  0
         8           7           1             7  0
         8           7           1             8  0
         8           7           1             9  0
         8           7           1            10  0
         8           7           1            11  0
         8           7           1            12  0
         8           7           1            13  0
         8           7           1            14  0
         8           7           1            15  0
         8           7           1            16  0
         8           7           1            17  0
         8           7           1            18  0
         8           7           1            19  0
         8           7           1            20  0
         8           7           1            21  0
         8           7           1            22  0
         8           7           1            23  0
         8           7           1            24  0
         8           7           1            25  0
         8           7           1            26  0
         8           7           1            27  0
         8           7           1            28  0
         8           7           1            29  0
         8           7           1            30  0
         8           7           2             1  2.5
         8           7           2             2  0
         8           7           2             3  0
         8           7           2             4  0
         8           7           2             5  0
         8           7           2             6  0
         8           7           2             7  0
         8           7           2             8  0
         8           7           2             9  0
         8           7           2            10  0
         8           7           2            11  0
         8           7           2            12  0
         8           7           2            13  0
         8           7           2            14  0
         8           7           2            15  0
         8           7           2            16  0
         8           7           2            17  0
         8           7           2            18  0
         8           7           2            19  0
         8           7           2            20  0
         8           7           2            21  0
         8           7           2            22  0
         8           7           2            23  0
         8           7           2            24  0
         8           7           2            25  2.5
         8           7           2            26  2.5
         8           7           2            27  1.72048
         8           7           2            28  2.5
         8           7           2            29  0
         8           7           2            30  0
         8           7           3             1  0
         8           7           3             2  0
         8           7           3             3  0
         8           7           3             4  0
         8           7           3             5  0
         8           7           3             6  0
         8           7           3             7  0
         8           7           3             8  0
         8           7           3             9  0
         8           7           3            10  0
         8           7           3            11  0
         8           7           3            12  0
         8           7           3            13  0
         8           7           3            14  0
         8           7           3            15  0
         8           7           3            16  0
         8           7           3            17  0
         8           7           3            18  0
         8           7           3            19  0
         8           7           3            20  0
         8           7           3            21  0
         8           7           3            22  0
         8           7           3            23  0
         8           7           3            24  0
         8           7           3            25  0
         8           7           3            26  0
         8           7           3            27  0
         8           7           3            28  0
         8           7           3            29  0
         8           7           3            30  0
         8           7           4             1  0
         8           7           4             2  0
         8           7           4             3  2.16583
         8           7           4             4  0
         8           7           4             5  2.4111
         8           7           4             6  0.0585614
         8           7           4             7  0
         8           7           4             8  0
         8           7           4             9  0
         8           7           4            10  0
         8           7           4            11  0
         8           7           4            12  0
         8           7           4            13  0
         8           7           4            14  0
         8           7           4            15  0
         8           7           4            16  0
         8           7           4            17  0
         8           7           4            18  0
         8           7           4            19  0
         8           7           4            20  0
         8           7           4            21  0
         8           7           4            22  0
         8           7           4            23  0
         8           7           4            24  0
         8           7           4            25  0
         8           7           4            26  0
         8           7           4            27  0
         8           7           4            28  0
         8           7           4            29  0
         8           7           4            30  0
         8           7           5             1  0
         8           7           5             2  0
         8           7           5             3  0
         8           7           5             4  0
         8           7           5             5  2.5
         8           7           5             6  2.5
         8           7           5             7  0
         8           7           5             8  0
         8           7           5             9  0
         8           7           5            10  0
         8           7           5            11  0
         8           7           5            12  0
         8           7           5            13  0
         8           7           5            14  0
         8           7           5            15  0
         8           7           5            16  0
         8           7           5            17  0
         8           7           5            18  0
         8           7           5            19  0
         8           7           5            20  0
         8           7           5            21  2.5
         8           7           5            22  1.696
         8           7           5            23  0
         8           7           5            24  0
         8           7           5            25  0
         8           7           5            26  0
         8           7           5            27  0
         8           7           5            28  0
         8           7           5            29  0
         8           7           5            30  0
         9           1           1             1  0
         9           1           1             2  0
         9           1           1             3  0
         9           1           1             4  0
         9           1           1             5  0
         9           1           1             6  0
         9           1           1             7  0
         9           1           1             8  0
         9           1           1             9  0
         9           1           1            10  0
         9           1           1            11  0
         9           1           1            12  0
         9           1           1            13  0
         9           1           1            14  0
         9           1           1            15  0
         9           1           1            16  0
         9           1           1            17  0
         9           1           1            18  0
         9           1           1            19  0
         9           1           1            20  0
         9           1           1            21  0
         9           1           1            22  0
         9           1           1            23  0
         9           1           1            24  0
         9           1           1            25  0
         9           1           1            26  0
